"age_group","Sex_B01ID","mMETs","IndividualID","sum_MMETh","total_mmet"
" 30 - 39 ",1,6.75,2012005734,0,6.75
" 21 - 25 ",2,2.5,2012005735,25.8,28.3
" 21 - 25 ",1,55.87,2012005739,0,55.87
" 21 - 25 ",2,0,2012005740,9.6,9.6
" 21 - 25 ",2,0,2012005741,4.8,4.8
"18",1,116.68,2012005744,12,128.68
"19",1,5.83,2012005745,9,14.83
" 85  +",2,0,2012005746,0,0
" 50 - 59 ",1,0,2012005747,3.84,3.84
" 50 - 59 ",2,29.75,2012005748,0,29.75
" 40 - 49 ",2,17.5,2012005749,0,17.5
" 50 - 59 ",1,20,2012005750,0,20
" 26 - 29 ",1,5.25,2012005751,0,5.25
" 30 - 39 ",2,0,2012005752,0,0
" 50 - 59 ",1,0.87,2012005754,7.2,8.07
" 50 - 59 ",2,0,2012005755,7.2,7.2
" 50 - 59 ",2,14.7,2012005757,0,14.7
"20",2,79.16,2012005758,0,79.16
"18",1,10,2012005759,14.4,24.4
" 30 - 39 ",2,22.79,2012005760,3.6,26.39
" 30 - 39 ",1,17.66,2012005761,10.8,28.46
" 50 - 59 ",1,0,2012005762,0,0
" 50 - 59 ",2,6.25,2012005763,12.3,18.55
"20",2,1.25,2012005764,0,1.25
" 65 - 69 ",1,0.62,2012005765,9.04,9.66
" 65 - 69 ",2,0,2012005766,5.42,5.42
" 40 - 49 ",2,7.25,2012005767,0,7.25
"20",1,5.83,2012005768,0,5.83
"18",1,10,2012005769,6.6,16.6
" 60 - 64 ",2,3.5,2012005770,9,12.5
" 60 - 64 ",1,0,2012005771,0,0
" 21 - 25 ",2,0,2012005772,0,0
" 65 - 69 ",1,0,2012005773,0,0
" 40 - 49 ",1,0,2012005774,12.78,12.78
" 40 - 49 ",2,0,2012005775,2.4,2.4
" 65 - 69 ",2,0,2012005776,0,0
" 65 - 69 ",1,0,2012005777,19.55,19.55
" 65 - 69 ",2,0,2012005778,0,0
" 50 - 59 ",1,0,2012005779,0,0
" 26 - 29 ",1,7.5,2012005780,0,7.5
" 70 - 74 ",1,35,2012005781,0,35
" 65 - 69 ",2,0,2012005782,0,0
" 26 - 29 ",1,50.91,2012005783,0,50.91
" 30 - 39 ",2,0,2012005784,0,0
" 26 - 29 ",1,28.31,2012005786,0,28.31
" 26 - 29 ",2,0,2012005787,0,0
" 40 - 49 ",2,0,2012005788,0,0
" 40 - 49 ",2,0.41,2012005791,0,0.41
" 40 - 49 ",1,117.62,2012005792,0,117.62
" 26 - 29 ",1,0,2012005793,0,0
" 26 - 29 ",2,5,2012005794,0,5
" 21 - 25 ",2,5,2012005796,16.8,21.8
" 30 - 39 ",2,2.5,2012005803,0,2.5
" 30 - 39 ",1,3.75,2012005804,0,3.75
" 75 - 79 ",2,0,2012005807,9.6,9.6
" 40 - 49 ",1,0,2012005808,9.6,9.6
" 70 - 74 ",2,0,2012005809,12.3,12.3
" 50 - 59 ",1,0.87,2012005810,14.4,15.27
" 30 - 39 ",1,15.16,2012005811,0,15.16
" 30 - 39 ",2,0,2012005812,0,0
" 50 - 59 ",1,7.87,2012005815,11.42,19.29
" 50 - 59 ",2,0,2012005816,12.92,12.92
" 50 - 59 ",2,0,2012005817,0,0
" 50 - 59 ",1,96.25,2012005818,13.56,109.81
" 21 - 25 ",1,0,2012005819,0,0
" 80 - 84 ",1,0,2012005822,0,0
" 70 - 74 ",2,0,2012005823,0,0
" 26 - 29 ",2,0.87,2012005824,0,0.87
" 30 - 39 ",1,101.37,2012005825,0,101.37
" 60 - 64 ",2,0,2012005827,0,0
" 70 - 74 ",1,36.75,2012005828,0,36.75
" 30 - 39 ",1,0,2012005829,0,0
" 50 - 59 ",2,0,2012005830,0,0
" 50 - 59 ",1,0,2012005831,0,0
"19",2,0,2012005832,0,0
" 80 - 84 ",2,0,2012005833,0,0
" 80 - 84 ",1,0,2012005834,0,0
" 70 - 74 ",2,0,2012005835,0,0
" 50 - 59 ",2,29.27,2012005836,0,29.27
" 70 - 74 ",2,0,2012005839,0,0
" 70 - 74 ",1,12.5,2012005840,0,12.5
" 40 - 49 ",2,6.87,2012005841,0,6.87
" 50 - 59 ",1,18.37,2012005842,0,18.37
"19",2,1.12,2012005843,0,1.12
" 80 - 84 ",1,0,2012005845,0,0
" 80 - 84 ",2,0,2012005846,0,0
" 60 - 64 ",1,0,2012005847,12,12
" 30 - 39 ",2,32.5,2012005848,0,32.5
" 21 - 25 ",2,0,2012005849,0,0
" 21 - 25 ",1,14.87,2012005850,0,14.87
" 40 - 49 ",2,39.5,2012005851,22.56,62.06
" 40 - 49 ",1,0,2012005852,0,0
" 50 - 59 ",1,5.25,2012005855,0,5.25
" 30 - 39 ",2,0,2012005856,14.4,14.4
" 30 - 39 ",2,0,2012005861,16.2,16.2
" 30 - 39 ",1,8.25,2012005862,1.8,10.05
"18",1,4.37,2012005863,17.1,21.47
" 40 - 49 ",2,0,2012005866,0,0
" 40 - 49 ",1,0,2012005867,0,0
" 65 - 69 ",1,3.5,2012005868,4.5,8
" 65 - 69 ",2,0.62,2012005869,8.42,9.04
" 70 - 74 ",1,0,2012005870,1.8,1.8
" 40 - 49 ",2,7.62,2012005871,4.8,12.42
" 40 - 49 ",1,1.67e-09,2012005872,0,1.67e-09
" 50 - 59 ",1,41.16,2012005875,0,41.16
" 50 - 59 ",2,0,2012005876,0,0
" 60 - 64 ",1,8.75,2012005879,0,8.75
" 50 - 59 ",2,4.37,2012005880,0,4.37
" 50 - 59 ",2,0,2012005881,4.2,4.2
" 50 - 59 ",1,70,2012005882,0,70
" 21 - 25 ",2,0,2012005883,0,0
" 30 - 39 ",2,2.08,2012005884,9.6,11.68
" 40 - 49 ",1,23.25,2012005885,0,23.25
" 30 - 39 ",1,47.75,2012005889,0,47.75
" 30 - 39 ",2,0,2012005890,0,0
" 40 - 49 ",1,37.5,2012005891,4.32,41.82
" 40 - 49 ",1,0,2012005892,5.4,5.4
" 21 - 25 ",1,0,2012005893,24.74,24.74
" 21 - 25 ",1,6,2012005894,21.85,27.85
" 21 - 25 ",2,10,2012005895,11.4,21.4
" 65 - 69 ",1,75,2012005896,10.2,85.2
" 40 - 49 ",2,0,2012005897,16.2,16.2
" 30 - 39 ",1,7,2012005898,1.8,8.8
" 21 - 25 ",2,27.62,2012005899,13.51,41.13
" 40 - 49 ",2,0,2012005901,0,0
" 40 - 49 ",1,24.5,2012005902,7.26,31.76
" 60 - 64 ",2,9.25,2012005905,20.4,29.65
" 60 - 64 ",1,0,2012005906,75.7,75.7
" 85  +",2,0,2012005907,14.4,14.4
" 40 - 49 ",2,0,2012005908,14.88,14.88
" 40 - 49 ",1,16.41,2012005909,0,16.41
" 40 - 49 ",2,5.62,2012005913,0,5.62
" 40 - 49 ",1,24.33,2012005914,0,24.33
"18",1,3.37,2012005915,0,3.37
" 40 - 49 ",1,0,2012005921,0,0
" 30 - 39 ",1,1.75,2012005922,31.68,33.43
" 30 - 39 ",2,96.5,2012005923,17.12,113.62
" 40 - 49 ",1,0,2012005929,0,0
" 50 - 59 ",1,5,2012005931,0,5
" 75 - 79 ",2,0,2012005932,0,0
" 50 - 59 ",2,0,2012005933,4.5,4.5
" 50 - 59 ",1,6.56,2012005934,4.5,11.06
" 21 - 25 ",2,0,2012005935,4.5,4.5
" 50 - 59 ",2,0,2012005936,11.4,11.4
" 60 - 64 ",1,6.5,2012005937,6,12.5
" 30 - 39 ",1,30.08,2012005938,0,30.08
" 30 - 39 ",2,0,2012005939,13.73,13.73
" 50 - 59 ",1,0,2012005940,3,3
" 50 - 59 ",2,5.25,2012005941,3,8.25
"20",1,90.83,2012005942,0,90.83
" 40 - 49 ",1,49,2012005943,0,49
" 50 - 59 ",1,0,2012005944,0,0
" 50 - 59 ",2,0,2012005945,0,0
" 40 - 49 ",1,0.56,2012005946,0,0.56
" 40 - 49 ",2,0,2012005947,0,0
" 50 - 59 ",1,41,2012005949,4.8,45.8
" 60 - 64 ",2,10.43,2012005950,0,10.43
" 50 - 59 ",1,1.75,2012005951,0,1.75
" 40 - 49 ",1,0,2012005952,0,0
" 30 - 39 ",2,0,2012005953,0,0
" 70 - 74 ",1,0,2012005956,3.6,3.6
" 60 - 64 ",2,5.62,2012005957,5.4,11.02
" 60 - 64 ",1,63,2012005960,9.6,72.6
" 50 - 59 ",2,0,2012005961,24,24
" 21 - 25 ",1,0,2012005962,0,0
" 26 - 29 ",2,1.87,2012005963,0,1.87
" 30 - 39 ",1,0,2012005966,4.5,4.5
" 30 - 39 ",1,24.33,2012005967,0,24.33
" 30 - 39 ",2,1.16,2012005968,24.36,25.52
" 50 - 59 ",1,0,2012005971,57.96,57.96
" 50 - 59 ",2,0,2012005972,15.6,15.6
" 85  +",2,8.68,2012005973,14.4,23.08
" 85  +",1,0,2012005974,2.88,2.88
" 75 - 79 ",1,0,2012005975,0,0
" 75 - 79 ",2,0,2012005976,0,0
" 70 - 74 ",1,1.66,2012005977,0,1.66
" 70 - 74 ",2,12.25,2012005978,0,12.25
" 40 - 49 ",1,0,2012005979,2.7,2.7
" 65 - 69 ",1,0,2012005980,0,0
" 65 - 69 ",2,13.81,2012005981,0,13.81
" 50 - 59 ",2,0,2012005982,0,0
" 60 - 64 ",1,32.16,2012005983,0,32.16
" 80 - 84 ",1,0.87,2012005984,16.08,16.95
" 50 - 59 ",2,9.62,2012005990,0,9.62
" 60 - 64 ",1,91.16,2012005991,0,91.16
" 60 - 64 ",2,0,2012005992,0,0
" 30 - 39 ",2,0,2012005993,0,0
" 60 - 64 ",1,0,2012005995,0,0
" 21 - 25 ",2,0,2012005996,0,0
" 21 - 25 ",1,93.75,2012005997,0,93.75
" 30 - 39 ",2,0,2012006000,9.9,9.9
" 40 - 49 ",1,50.83,2012006001,0,50.83
" 26 - 29 ",2,19.75,2012006003,15.69,35.44
" 21 - 25 ",1,3.5,2012006004,24.27,27.77
" 60 - 64 ",2,12,2012006005,0,12
" 70 - 74 ",2,10.5,2012006006,0,10.5
"19",2,0,2012006008,9,9
" 21 - 25 ",1,1.25,2012006009,21.72,22.97
" 40 - 49 ",2,8.87,2012006011,0,8.87
" 40 - 49 ",2,15,2012006013,0,15
" 40 - 49 ",1,0,2012006014,0,0
"19",2,8,2012006015,0,8
" 30 - 39 ",2,34.62,2012006017,6.48,41.1
" 30 - 39 ",1,3.75,2012006018,35.2,38.95
" 75 - 79 ",1,0,2012006020,3.6,3.6
" 70 - 74 ",2,3.75,2012006021,0,3.75
" 21 - 25 ",2,0.62,2012006022,0,0.62
" 21 - 25 ",1,0,2012006023,0,0
" 85  +",1,0,2012006025,6.91,6.91
" 75 - 79 ",2,0,2012006026,6.91,6.91
" 50 - 59 ",2,1.25,2012006027,0,1.25
" 26 - 29 ",1,0,2012006028,0,0
" 65 - 69 ",2,13.12,2012006029,19.2,32.32
" 50 - 59 ",2,0,2012006030,0,0
" 40 - 49 ",1,74.75,2012006031,0,74.75
" 40 - 49 ",2,11.75,2012006032,0,11.75
" 40 - 49 ",1,0,2012006035,0,0
" 40 - 49 ",2,14.45,2012006036,0,14.45
" 26 - 29 ",1,28,2012006039,0.96,28.96
" 26 - 29 ",2,5,2012006040,0,5
" 80 - 84 ",1,0,2012006041,0,0
" 80 - 84 ",1,0,2012006043,0,0
" 80 - 84 ",2,2.5,2012006044,0,2.5
" 30 - 39 ",2,7.87,2012006045,0,7.87
" 40 - 49 ",1,0,2012006046,0,0
" 80 - 84 ",1,0,2012006050,0,0
" 75 - 79 ",2,0,2012006051,0,0
" 30 - 39 ",2,7.87,2012006052,19.2,27.07
" 60 - 64 ",1,0,2012006055,0,0
" 40 - 49 ",1,0,2012006056,0,0
" 30 - 39 ",2,2.5,2012006057,5.4,7.9
" 40 - 49 ",1,25.5,2012006062,12,37.5
" 30 - 39 ",2,0,2012006063,16.8,16.8
" 65 - 69 ",1,7.43,2012006069,7.2,14.63
" 65 - 69 ",2,0,2012006070,7.2,7.2
" 30 - 39 ",1,0,2012006071,40.2,40.2
" 40 - 49 ",2,10.37,2012006072,24.96,35.33
" 26 - 29 ",2,2.5,2012006075,0,2.5
" 30 - 39 ",1,0,2012006076,0,0
" 30 - 39 ",2,0,2012006081,3.6,3.6
" 30 - 39 ",1,0,2012006082,0,0
" 70 - 74 ",2,0,2012006085,0,0
" 75 - 79 ",1,0,2012006086,0,0
" 40 - 49 ",1,79,2012006089,0,79
" 40 - 49 ",2,13.41,2012006090,0,13.41
"20",1,3.37,2012006091,0,3.37
" 40 - 49 ",1,20,2012006094,2.1,22.1
" 40 - 49 ",2,0,2012006095,0,0
" 60 - 64 ",1,24,2012006100,0,24
" 30 - 39 ",2,0,2012006101,0,0
" 40 - 49 ",1,4.66,2012006102,0,4.66
" 26 - 29 ",1,8.68,2012006106,0,8.68
" 30 - 39 ",2,3.5,2012006107,9.6,13.1
" 30 - 39 ",2,0,2012006112,14.28,14.28
" 40 - 49 ",1,10.5,2012006113,18.61,29.11
" 65 - 69 ",2,0,2012006115,19.32,19.32
" 50 - 59 ",2,350.87,2012006116,14.4,365.27
" 30 - 39 ",1,31,2012006117,0,31
" 30 - 39 ",2,8.33,2012006118,0,8.33
" 50 - 59 ",1,0,2012006119,7.2,7.2
" 50 - 59 ",2,5,2012006120,7.2,12.2
" 21 - 25 ",1,51,2012006121,0,51
" 21 - 25 ",2,0,2012006122,0,0
" 40 - 49 ",1,0,2012006123,0,0
" 65 - 69 ",2,0,2012006124,0,0
" 50 - 59 ",1,5,2012006125,0,5
" 50 - 59 ",2,0,2012006128,0,0
" 60 - 64 ",1,5.25,2012006129,0,5.25
" 30 - 39 ",2,7.87,2012006130,0,7.87
" 40 - 49 ",2,0,2012006131,6,6
" 40 - 49 ",1,54.5,2012006132,10.88,65.38
" 30 - 39 ",2,0,2012006134,4.2,4.2
" 30 - 39 ",2,22.45,2012006135,0,22.45
" 60 - 64 ",1,11,2012006136,0,11
" 21 - 25 ",1,0,2012006137,0,0
" 50 - 59 ",2,30.2,2012006138,38.48,68.68
" 50 - 59 ",1,12.25,2012006139,0,12.25
" 50 - 59 ",2,0,2012006140,5.46,5.46
" 80 - 84 ",1,0,2012006141,5.88,5.88
" 40 - 49 ",1,0,2012006142,19.2,19.2
" 30 - 39 ",2,53.5,2012006143,0,53.5
" 85  +",2,0,2012006148,0,0
" 85  +",1,0,2012006149,0,0
" 40 - 49 ",1,8.54,2012006152,0,8.54
" 40 - 49 ",2,0,2012006153,0,0
"20",1,32,2012006154,0,32
" 50 - 59 ",2,0,2012006157,3,3
"20",1,0,2012006158,0,0
"18",1,15.99,2012006159,9.62,25.61
" 70 - 74 ",2,0,2012006165,0,0
" 50 - 59 ",1,1.75,2012006166,0,1.75
" 50 - 59 ",2,0,2012006167,0,0
"20",1,0,2012006168,0,0
"19",2,2.62,2012006169,0,2.62
" 75 - 79 ",2,12.25,2012006170,0,12.25
" 75 - 79 ",1,0,2012006171,10.82,10.82
" 65 - 69 ",2,0,2012006172,8.42,8.42
" 30 - 39 ",1,18,2012006173,13.06,31.06
" 50 - 59 ",1,14,2012006174,24.32,38.32
" 85  +",1,0,2012006175,0,0
" 26 - 29 ",2,0,2012006179,0,0
" 30 - 39 ",1,9,2012006180,0,9
" 50 - 59 ",2,5.25,2012006181,0,5.25
" 60 - 64 ",1,0,2012006182,0,0
" 40 - 49 ",1,17.5,2012006183,9.06,26.56
" 30 - 39 ",2,8,2012006185,0,8
" 80 - 84 ",1,3.75,2012006186,0,3.75
" 80 - 84 ",2,0,2012006187,0,0
" 30 - 39 ",1,0,2012006188,0,0
" 40 - 49 ",2,12,2012006189,0,12
" 50 - 59 ",1,0,2012006192,4.07,4.07
" 40 - 49 ",2,0,2012006193,5.7,5.7
" 40 - 49 ",1,11,2012006196,9.6,20.6
" 40 - 49 ",2,7.75,2012006197,13.5,21.25
" 30 - 39 ",1,5.91,2012006199,6.33,12.24
" 30 - 39 ",2,0,2012006200,0,0
" 30 - 39 ",2,17.5,2012006203,0,17.5
" 40 - 49 ",1,61.5,2012006205,7.2,68.7
" 40 - 49 ",2,44.37,2012006206,14.1,58.47
" 50 - 59 ",1,0,2012006208,8.42,8.42
" 21 - 25 ",1,79,2012006209,11.62,90.62
" 50 - 59 ",1,0,2012006210,0,0
" 40 - 49 ",2,0,2012006211,0,0
" 30 - 39 ",1,0,2012006216,19.91,19.91
" 60 - 64 ",1,0,2012006217,9.49,9.49
" 60 - 64 ",2,9,2012006218,0,9
" 30 - 39 ",2,6.41,2012006219,0,6.41
" 75 - 79 ",2,0,2012006224,0,0
" 50 - 59 ",1,2.91,2012006227,4.5,7.41
" 50 - 59 ",2,5,2012006228,14.4,19.4
"19",2,31.75,2012006229,21.6,53.35
" 80 - 84 ",2,0,2012006230,0,0
" 85  +",1,0,2012006231,0,0
" 50 - 59 ",1,89.25,2012006232,0,89.25
" 40 - 49 ",2,30,2012006233,17.76,47.76
" 50 - 59 ",2,6.7,2012006234,0,6.7
" 65 - 69 ",1,26.25,2012006235,0,26.25
" 60 - 64 ",1,52.5,2012006236,0,52.5
" 60 - 64 ",2,0,2012006237,0,0
" 80 - 84 ",2,0,2012006238,0,0
" 30 - 39 ",1,0,2012006239,0,0
" 21 - 25 ",2,210,2012006240,0,210
" 40 - 49 ",2,3.5,2012006241,0,3.5
" 50 - 59 ",1,1.25,2012006242,18.08,19.33
" 21 - 25 ",2,13.5,2012006243,0,13.5
" 70 - 74 ",1,52.5,2012006246,4.8,57.3
" 65 - 69 ",2,0,2012006247,11.1,11.1
" 40 - 49 ",2,1.25,2012006248,0,1.25
" 85  +",1,0,2012006249,14.4,14.4
" 85  +",2,0,2012006250,0,0
" 65 - 69 ",1,2.71,2012006251,0,2.71
" 60 - 64 ",2,0.62,2012006252,0,0.62
" 50 - 59 ",1,12,2012006253,29.76,41.76
" 40 - 49 ",2,10.66,2012006254,0,10.66
" 30 - 39 ",2,0,2012006260,28.8,28.8
" 30 - 39 ",2,0,2012006263,21,21
" 30 - 39 ",1,13.83,2012006264,13.2,27.03
" 75 - 79 ",2,0,2012006267,0,0
" 30 - 39 ",2,0,2012006268,19.2,19.2
" 70 - 74 ",2,0,2012006271,0,0
" 80 - 84 ",1,0,2012006272,0,0
" 50 - 59 ",2,0,2012006277,1.38,1.38
" 80 - 84 ",1,0,2012006278,0,0
" 80 - 84 ",2,0,2012006279,0,0
" 30 - 39 ",1,64.87,2012006280,37.85,102.72
" 30 - 39 ",2,7.5,2012006281,6.72,14.22
" 50 - 59 ",2,17.5,2012006284,7.15,24.65
" 21 - 25 ",1,0,2012006285,12.91,12.91
" 30 - 39 ",2,0,2012006290,5.76,5.76
" 30 - 39 ",1,3,2012006291,0,3
" 65 - 69 ",1,0,2012006293,0,0
" 65 - 69 ",2,10,2012006294,0,10
" 60 - 64 ",2,131,2012006295,0,131
" 30 - 39 ",2,74.5,2012006297,0,74.5
" 30 - 39 ",1,14.66,2012006298,0,14.66
" 50 - 59 ",2,0,2012006301,0,0
" 75 - 79 ",2,0,2012006302,0,0
" 30 - 39 ",2,26.5,2012006303,14.4,40.9
" 40 - 49 ",1,0,2012006306,0,0
" 21 - 25 ",2,42,2012006307,10.82,52.82
"19",1,0,2012006308,10.82,10.82
" 30 - 39 ",2,26.62,2012006309,5.44,32.06
" 30 - 39 ",1,0,2012006310,0,0
" 40 - 49 ",2,3.5,2012006315,0,3.5
" 40 - 49 ",1,0,2012006316,0,0
" 40 - 49 ",2,5.25,2012006317,2.1,7.35
" 40 - 49 ",1,37.18,2012006318,0,37.18
" 65 - 69 ",1,2.5,2012006321,0,2.5
" 60 - 64 ",2,0,2012006322,0,0
" 26 - 29 ",2,10,2012006323,1.2,11.2
" 40 - 49 ",1,0,2012006328,0,0
" 40 - 49 ",2,10,2012006329,10.56,20.56
" 65 - 69 ",1,0,2012006330,0,0
" 65 - 69 ",2,0,2012006331,0,0
" 85  +",2,0,2012006332,4.8,4.8
" 30 - 39 ",1,23.83,2012006333,11.1,34.93
" 30 - 39 ",2,2.62,2012006334,0,2.62
"18",1,49.5,2012006335,0,49.5
" 26 - 29 ",1,33.91,2012006339,0,33.91
" 26 - 29 ",2,0,2012006340,0,0
" 50 - 59 ",2,0.87,2012006345,0,0.87
" 26 - 29 ",1,0,2012006347,9.9,9.9
" 21 - 25 ",2,0.56,2012006348,12.02,12.58
" 30 - 39 ",1,0,2012006353,2.7,2.7
" 30 - 39 ",2,1.31,2012006354,0,1.31
" 30 - 39 ",1,2.25,2012006356,6.24,8.49
" 80 - 84 ",2,0,2012006357,0,0
" 50 - 59 ",2,0,2012006358,16.81,16.81
" 50 - 59 ",2,10.5,2012006359,25.8,36.3
" 40 - 49 ",1,26,2012006360,0,26
" 26 - 29 ",1,0,2012006361,16.84,16.84
" 50 - 59 ",1,0,2012006362,0,0
" 50 - 59 ",2,1.31,2012006363,16.84,18.15
" 21 - 25 ",1,32.5,2012006364,0,32.5
" 50 - 59 ",2,8.75,2012006370,14.4,23.15
" 50 - 59 ",1,22.25,2012006371,0,22.25
" 80 - 84 ",2,0,2012006372,0,0
" 50 - 59 ",1,35,2012006373,0,35
" 40 - 49 ",2,0,2012006374,0,0
" 21 - 25 ",1,8.43,2012006375,12.62,21.05
" 80 - 84 ",1,12.25,2012006376,0,12.25
" 75 - 79 ",2,0,2012006377,0,0
" 65 - 69 ",1,0,2012006378,4.2,4.2
" 60 - 64 ",2,15,2012006379,1.8,16.8
" 60 - 64 ",2,14,2012006380,3,17
" 65 - 69 ",1,8.81,2012006381,4.8,13.61
" 50 - 59 ",1,0,2012006384,0,0
" 40 - 49 ",2,0,2012006387,0,0
"19",1,0,2012006388,0,0
" 30 - 39 ",2,3.5,2012006395,0,3.5
" 30 - 39 ",1,3,2012006396,4.8,7.8
" 40 - 49 ",1,0,2012006399,0,0
" 40 - 49 ",2,0,2012006400,0,0
" 65 - 69 ",1,0,2012006402,0,0
" 75 - 79 ",1,0,2012006403,0,0
" 70 - 74 ",2,18.75,2012006404,0,18.75
" 70 - 74 ",1,29.68,2012006405,0,29.68
" 60 - 64 ",2,2.25,2012006406,6,8.25
" 30 - 39 ",2,278.12,2012006407,12,290.12
" 30 - 39 ",2,2.5,2012006408,11.04,13.54
" 30 - 39 ",1,0,2012006409,26.1,26.1
" 50 - 59 ",1,0,2012006410,0,0
" 50 - 59 ",2,1.67e-09,2012006411,23.42,23.42000000167
" 65 - 69 ",2,0,2012006412,0,0
" 60 - 64 ",1,0,2012006413,16.92,16.92
" 26 - 29 ",2,1.67e-09,2012006414,4.2,4.20000000167
" 30 - 39 ",1,0,2012006418,24.74,24.74
" 26 - 29 ",2,7.58,2012006419,24.9,32.48
" 80 - 84 ",1,0,2012006424,0,0
" 50 - 59 ",1,0,2012006425,57.62,57.62
" 50 - 59 ",2,0,2012006426,43.22,43.22
" 75 - 79 ",2,16.33,2012006427,0,16.33
" 40 - 49 ",2,13.87,2012006428,0,13.87
" 40 - 49 ",2,15.25,2012006429,0,15.25
" 50 - 59 ",2,40,2012006430,18.71,58.71
" 50 - 59 ",1,13.91,2012006431,25.31,39.22
" 26 - 29 ",1,0,2012006432,17.4,17.4
" 21 - 25 ",1,70,2012006433,33.35,103.35
" 40 - 49 ",1,4.25,2012006434,0,4.25
" 26 - 29 ",2,0,2012006435,0,0
" 26 - 29 ",1,12.5,2012006436,0,12.5
" 80 - 84 ",1,3.5,2012006437,0,3.5
" 70 - 74 ",2,5,2012006438,0,5
" 30 - 39 ",2,7.87,2012006442,9.6,17.47
" 30 - 39 ",1,0.62,2012006443,24.6,25.22
" 21 - 25 ",1,13.5,2012006444,15.6,29.1
"20",2,41.95,2012006449,22.83,64.78
"20",1,22.43,2012006450,10.14,32.57
" 50 - 59 ",1,87.25,2012006451,25.46,112.71
" 50 - 59 ",2,0,2012006452,0,0
" 21 - 25 ",1,26.87,2012006453,0,26.87
" 21 - 25 ",2,1.25,2012006454,4.21,5.46
" 40 - 49 ",1,7.5,2012006455,0,7.5
" 75 - 79 ",2,3.75,2012006456,0,3.75
" 30 - 39 ",1,1.25,2012006457,0,1.25
" 30 - 39 ",2,15.5,2012006458,0,15.5
" 26 - 29 ",2,9.31,2012006464,21.28,30.59
" 30 - 39 ",1,0.43,2012006465,21.84,22.27
" 30 - 39 ",2,13.04,2012006466,12.6,25.64
" 50 - 59 ",2,0,2012006467,9.6,9.6
" 70 - 74 ",2,12.5,2012006470,7.2,19.7
" 75 - 79 ",2,0,2012006471,0,0
" 60 - 64 ",1,3.5,2012006475,0,3.5
" 40 - 49 ",2,0,2012006478,0,0
" 40 - 49 ",1,0,2012006479,0,0
" 40 - 49 ",2,2.5,2012006481,28.32,30.82
" 40 - 49 ",1,12.5,2012006483,0,12.5
" 40 - 49 ",1,0,2012006484,15.62,15.62
" 50 - 59 ",2,1.16,2012006485,15.62,16.78
" 26 - 29 ",2,0,2012006486,0,0
" 30 - 39 ",1,6.25,2012006487,0,6.25
" 26 - 29 ",2,0,2012006490,7.2,7.2
" 75 - 79 ",2,0,2012006492,0,0
" 80 - 84 ",2,0,2012006493,0,0
" 26 - 29 ",2,14.83,2012006494,0,14.83
" 26 - 29 ",1,0,2012006495,0,0
" 50 - 59 ",2,0,2012006498,0,0
" 26 - 29 ",1,0,2012006499,23.11,23.11
" 30 - 39 ",1,1.75,2012006500,0,1.75
" 65 - 69 ",2,1.12,2012006502,0,1.12
" 65 - 69 ",1,6.12,2012006503,0,6.12
" 50 - 59 ",1,8.04,2012006504,4.8,12.84
" 75 - 79 ",1,0,2012006505,43.22,43.22
" 70 - 74 ",2,5.83,2012006506,0,5.83
" 30 - 39 ",2,4.58,2012006507,0,4.58
" 30 - 39 ",1,20.37,2012006508,17.12,37.49
" 40 - 49 ",1,0.62,2012006510,10.82,11.44
" 40 - 49 ",2,14,2012006511,10.82,24.82
" 30 - 39 ",2,5,2012006514,0,5
" 40 - 49 ",1,10.58,2012006515,0,10.58
" 30 - 39 ",2,5.87,2012006516,13.5,19.37
" 30 - 39 ",1,24.75,2012006517,5.4,30.15
" 65 - 69 ",1,0,2012006518,0,0
" 65 - 69 ",2,7.5,2012006519,9.9,17.4
" 80 - 84 ",2,0,2012006520,0,0
" 70 - 74 ",1,30,2012006521,0,30
" 75 - 79 ",1,0,2012006522,0,0
" 75 - 79 ",2,0,2012006523,0,0
" 65 - 69 ",1,0,2012006524,0,0
" 50 - 59 ",2,0,2012006525,0,0
" 70 - 74 ",2,0,2012006526,14.4,14.4
" 21 - 25 ",2,19.37,2012006527,0,19.37
" 65 - 69 ",2,3.75,2012006529,10.8,14.55
" 70 - 74 ",1,0,2012006530,3.6,3.6
" 50 - 59 ",2,0,2012006531,1.81,1.81
" 50 - 59 ",1,0,2012006532,0.9,0.9
" 40 - 49 ",2,8,2012006534,0,8
" 50 - 59 ",1,5,2012006535,0,5
" 21 - 25 ",1,29.58,2012006536,0,29.58
" 50 - 59 ",1,0,2012006537,0,0
" 50 - 59 ",2,0,2012006538,0,0
" 65 - 69 ",1,0,2012006539,0,0
" 50 - 59 ",2,0,2012006540,0,0
" 65 - 69 ",2,1.25,2012006541,74.58,75.83
" 70 - 74 ",1,0,2012006542,0,0
" 30 - 39 ",1,16.66,2012006543,20.85,37.51
" 40 - 49 ",2,0,2012006544,55.32,55.32
" 50 - 59 ",1,0,2012006545,52.92,52.92
" 75 - 79 ",2,0,2012006547,0,0
" 80 - 84 ",1,0,2012006548,0,0
" 60 - 64 ",2,21,2012006549,0,21
" 50 - 59 ",1,10.5,2012006550,0,10.5
" 50 - 59 ",2,0,2012006551,5.86,5.86
" 50 - 59 ",1,0,2012006552,0,0
"18",2,0,2012006553,0,0
" 75 - 79 ",1,13.12,2012006554,4.2,17.32
" 70 - 74 ",2,0,2012006555,4.2,4.2
